# pinned official Bluesky inventory (2026-05-25)
# operation_command	lexicon_id	kind	http_method	path	doc_url	[namespace=...]	[group=...]	[docs_source=...]	[stability=...]	[route_hint=...]	[input_encoding=...]	[required_query=...]	[required_body=...]
com-atproto-admin-get-account-infos	com.atproto.admin.getAccountInfos	query	GET	/xrpc/com.atproto.admin.getAccountInfos	https://docs.bsky.app/docs/api/com-atproto-admin-get-account-infos	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=dids]	[required_body=]
com-atproto-admin-get-invite-codes	com.atproto.admin.getInviteCodes	query	GET	/xrpc/com.atproto.admin.getInviteCodes	https://docs.bsky.app/docs/api/com-atproto-admin-get-invite-codes	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-admin-get-subject-status	com.atproto.admin.getSubjectStatus	query	GET	/xrpc/com.atproto.admin.getSubjectStatus	https://docs.bsky.app/docs/api/com-atproto-admin-get-subject-status	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-admin-search-accounts	com.atproto.admin.searchAccounts	query	GET	/xrpc/com.atproto.admin.searchAccounts	https://docs.bsky.app/docs/api/com-atproto-admin-search-accounts	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-admin-send-email	com.atproto.admin.sendEmail	procedure	POST	/xrpc/com.atproto.admin.sendEmail	https://docs.bsky.app/docs/api/com-atproto-admin-send-email	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=recipientDid,content,senderDid]
com-atproto-admin-update-account-email	com.atproto.admin.updateAccountEmail	procedure	POST	/xrpc/com.atproto.admin.updateAccountEmail	https://docs.bsky.app/docs/api/com-atproto-admin-update-account-email	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=account,email]
com-atproto-admin-update-account-handle	com.atproto.admin.updateAccountHandle	procedure	POST	/xrpc/com.atproto.admin.updateAccountHandle	https://docs.bsky.app/docs/api/com-atproto-admin-update-account-handle	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=did,handle]
com-atproto-admin-update-account-password	com.atproto.admin.updateAccountPassword	procedure	POST	/xrpc/com.atproto.admin.updateAccountPassword	https://docs.bsky.app/docs/api/com-atproto-admin-update-account-password	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=did,password]
com-atproto-admin-update-account-signing-key	com.atproto.admin.updateAccountSigningKey	procedure	POST	/xrpc/com.atproto.admin.updateAccountSigningKey	https://docs.bsky.app/docs/api/com-atproto-admin-update-account-signing-key	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=did,signingKey]
com-atproto-admin-update-subject-status	com.atproto.admin.updateSubjectStatus	procedure	POST	/xrpc/com.atproto.admin.updateSubjectStatus	https://docs.bsky.app/docs/api/com-atproto-admin-update-subject-status	[namespace=com.atproto]	[group=admin]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=subject]
com-atproto-identity-get-recommended-did-credentials	com.atproto.identity.getRecommendedDidCredentials	query	GET	/xrpc/com.atproto.identity.getRecommendedDidCredentials	https://docs.bsky.app/docs/api/com-atproto-identity-get-recommended-did-credentials	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-identity-refresh-identity	com.atproto.identity.refreshIdentity	procedure	POST	/xrpc/com.atproto.identity.refreshIdentity	https://docs.bsky.app/docs/api/com-atproto-identity-refresh-identity	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=identifier]
com-atproto-identity-request-plc-operation-signature	com.atproto.identity.requestPlcOperationSignature	procedure	POST	/xrpc/com.atproto.identity.requestPlcOperationSignature	https://docs.bsky.app/docs/api/com-atproto-identity-request-plc-operation-signature	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-identity-resolve-did	com.atproto.identity.resolveDid	query	GET	/xrpc/com.atproto.identity.resolveDid	https://docs.bsky.app/docs/api/com-atproto-identity-resolve-did	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-identity-resolve-handle	com.atproto.identity.resolveHandle	query	GET	/xrpc/com.atproto.identity.resolveHandle	https://docs.bsky.app/docs/api/com-atproto-identity-resolve-handle	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=handle]	[required_body=]
com-atproto-identity-resolve-identity	com.atproto.identity.resolveIdentity	query	GET	/xrpc/com.atproto.identity.resolveIdentity	https://docs.bsky.app/docs/api/com-atproto-identity-resolve-identity	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=identifier]	[required_body=]
com-atproto-identity-sign-plc-operation	com.atproto.identity.signPlcOperation	procedure	POST	/xrpc/com.atproto.identity.signPlcOperation	https://docs.bsky.app/docs/api/com-atproto-identity-sign-plc-operation	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=]
com-atproto-identity-submit-plc-operation	com.atproto.identity.submitPlcOperation	procedure	POST	/xrpc/com.atproto.identity.submitPlcOperation	https://docs.bsky.app/docs/api/com-atproto-identity-submit-plc-operation	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=operation]
com-atproto-identity-update-handle	com.atproto.identity.updateHandle	procedure	POST	/xrpc/com.atproto.identity.updateHandle	https://docs.bsky.app/docs/api/com-atproto-identity-update-handle	[namespace=com.atproto]	[group=identity]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=handle]
com-atproto-label-query-labels	com.atproto.label.queryLabels	query	GET	/xrpc/com.atproto.label.queryLabels	https://docs.bsky.app/docs/api/com-atproto-label-query-labels	[namespace=com.atproto]	[group=label]	[docs_source=http-reference]	[stability=stable]	[route_hint=labeler]	[input_encoding=]	[required_query=uriPatterns]	[required_body=]
com-atproto-label-subscribe-labels	com.atproto.label.subscribeLabels	subscription	WS	/xrpc/com.atproto.label.subscribeLabels	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/label/subscribeLabels.json	[namespace=com.atproto]	[group=label]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=labeler]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-lexicon-resolve-lexicon	com.atproto.lexicon.resolveLexicon	query	GET	/xrpc/com.atproto.lexicon.resolveLexicon	https://docs.bsky.app/docs/api/com-atproto-lexicon-resolve-lexicon	[namespace=com.atproto]	[group=lexicon]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=nsid]	[required_body=]
com-atproto-moderation-create-report	com.atproto.moderation.createReport	procedure	POST	/xrpc/com.atproto.moderation.createReport	https://docs.bsky.app/docs/api/com-atproto-moderation-create-report	[namespace=com.atproto]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=reasonType,subject]
com-atproto-repo-apply-writes	com.atproto.repo.applyWrites	procedure	POST	/xrpc/com.atproto.repo.applyWrites	https://docs.bsky.app/docs/api/com-atproto-repo-apply-writes	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=repo,writes]
com-atproto-repo-create-record	com.atproto.repo.createRecord	procedure	POST	/xrpc/com.atproto.repo.createRecord	https://docs.bsky.app/docs/api/com-atproto-repo-create-record	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=repo,collection,record]
com-atproto-repo-delete-record	com.atproto.repo.deleteRecord	procedure	POST	/xrpc/com.atproto.repo.deleteRecord	https://docs.bsky.app/docs/api/com-atproto-repo-delete-record	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=repo,collection,rkey]
com-atproto-repo-describe-repo	com.atproto.repo.describeRepo	query	GET	/xrpc/com.atproto.repo.describeRepo	https://docs.bsky.app/docs/api/com-atproto-repo-describe-repo	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=repo]	[required_body=]
com-atproto-repo-get-record	com.atproto.repo.getRecord	query	GET	/xrpc/com.atproto.repo.getRecord	https://docs.bsky.app/docs/api/com-atproto-repo-get-record	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=repo,collection,rkey]	[required_body=]
com-atproto-repo-import-repo	com.atproto.repo.importRepo	procedure	POST	/xrpc/com.atproto.repo.importRepo	https://docs.bsky.app/docs/api/com-atproto-repo-import-repo	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/vnd.ipld.car]	[required_query=]	[required_body=]
com-atproto-repo-list-missing-blobs	com.atproto.repo.listMissingBlobs	query	GET	/xrpc/com.atproto.repo.listMissingBlobs	https://docs.bsky.app/docs/api/com-atproto-repo-list-missing-blobs	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-repo-list-records	com.atproto.repo.listRecords	query	GET	/xrpc/com.atproto.repo.listRecords	https://docs.bsky.app/docs/api/com-atproto-repo-list-records	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=repo,collection]	[required_body=]
com-atproto-repo-put-record	com.atproto.repo.putRecord	procedure	POST	/xrpc/com.atproto.repo.putRecord	https://docs.bsky.app/docs/api/com-atproto-repo-put-record	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=repo,collection,rkey,record]
com-atproto-repo-upload-blob	com.atproto.repo.uploadBlob	procedure	POST	/xrpc/com.atproto.repo.uploadBlob	https://docs.bsky.app/docs/api/com-atproto-repo-upload-blob	[namespace=com.atproto]	[group=repo]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=*/*]	[required_query=]	[required_body=]
com-atproto-server-activate-account	com.atproto.server.activateAccount	procedure	POST	/xrpc/com.atproto.server.activateAccount	https://docs.bsky.app/docs/api/com-atproto-server-activate-account	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-check-account-status	com.atproto.server.checkAccountStatus	query	GET	/xrpc/com.atproto.server.checkAccountStatus	https://docs.bsky.app/docs/api/com-atproto-server-check-account-status	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-confirm-email	com.atproto.server.confirmEmail	procedure	POST	/xrpc/com.atproto.server.confirmEmail	https://docs.bsky.app/docs/api/com-atproto-server-confirm-email	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=email,token]
com-atproto-server-create-account	com.atproto.server.createAccount	procedure	POST	/xrpc/com.atproto.server.createAccount	https://docs.bsky.app/docs/api/com-atproto-server-create-account	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=handle]
com-atproto-server-create-app-password	com.atproto.server.createAppPassword	procedure	POST	/xrpc/com.atproto.server.createAppPassword	https://docs.bsky.app/docs/api/com-atproto-server-create-app-password	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=name]
com-atproto-server-create-invite-code	com.atproto.server.createInviteCode	procedure	POST	/xrpc/com.atproto.server.createInviteCode	https://docs.bsky.app/docs/api/com-atproto-server-create-invite-code	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=useCount]
com-atproto-server-create-invite-codes	com.atproto.server.createInviteCodes	procedure	POST	/xrpc/com.atproto.server.createInviteCodes	https://docs.bsky.app/docs/api/com-atproto-server-create-invite-codes	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=codeCount,useCount]
com-atproto-server-create-session	com.atproto.server.createSession	procedure	POST	/xrpc/com.atproto.server.createSession	https://docs.bsky.app/docs/api/com-atproto-server-create-session	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=identifier,password]
com-atproto-server-deactivate-account	com.atproto.server.deactivateAccount	procedure	POST	/xrpc/com.atproto.server.deactivateAccount	https://docs.bsky.app/docs/api/com-atproto-server-deactivate-account	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=]
com-atproto-server-delete-account	com.atproto.server.deleteAccount	procedure	POST	/xrpc/com.atproto.server.deleteAccount	https://docs.bsky.app/docs/api/com-atproto-server-delete-account	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=did,password,token]
com-atproto-server-delete-session	com.atproto.server.deleteSession	procedure	POST	/xrpc/com.atproto.server.deleteSession	https://docs.bsky.app/docs/api/com-atproto-server-delete-session	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-describe-server	com.atproto.server.describeServer	query	GET	/xrpc/com.atproto.server.describeServer	https://docs.bsky.app/docs/api/com-atproto-server-describe-server	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-get-account-invite-codes	com.atproto.server.getAccountInviteCodes	query	GET	/xrpc/com.atproto.server.getAccountInviteCodes	https://docs.bsky.app/docs/api/com-atproto-server-get-account-invite-codes	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-get-service-auth	com.atproto.server.getServiceAuth	query	GET	/xrpc/com.atproto.server.getServiceAuth	https://docs.bsky.app/docs/api/com-atproto-server-get-service-auth	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=aud]	[required_body=]
com-atproto-server-get-session	com.atproto.server.getSession	query	GET	/xrpc/com.atproto.server.getSession	https://docs.bsky.app/docs/api/com-atproto-server-get-session	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-list-app-passwords	com.atproto.server.listAppPasswords	query	GET	/xrpc/com.atproto.server.listAppPasswords	https://docs.bsky.app/docs/api/com-atproto-server-list-app-passwords	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-refresh-session	com.atproto.server.refreshSession	procedure	POST	/xrpc/com.atproto.server.refreshSession	https://docs.bsky.app/docs/api/com-atproto-server-refresh-session	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-request-account-delete	com.atproto.server.requestAccountDelete	procedure	POST	/xrpc/com.atproto.server.requestAccountDelete	https://docs.bsky.app/docs/api/com-atproto-server-request-account-delete	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-request-email-confirmation	com.atproto.server.requestEmailConfirmation	procedure	POST	/xrpc/com.atproto.server.requestEmailConfirmation	https://docs.bsky.app/docs/api/com-atproto-server-request-email-confirmation	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-request-email-update	com.atproto.server.requestEmailUpdate	procedure	POST	/xrpc/com.atproto.server.requestEmailUpdate	https://docs.bsky.app/docs/api/com-atproto-server-request-email-update	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-server-request-password-reset	com.atproto.server.requestPasswordReset	procedure	POST	/xrpc/com.atproto.server.requestPasswordReset	https://docs.bsky.app/docs/api/com-atproto-server-request-password-reset	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=email]
com-atproto-server-reserve-signing-key	com.atproto.server.reserveSigningKey	procedure	POST	/xrpc/com.atproto.server.reserveSigningKey	https://docs.bsky.app/docs/api/com-atproto-server-reserve-signing-key	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=]
com-atproto-server-reset-password	com.atproto.server.resetPassword	procedure	POST	/xrpc/com.atproto.server.resetPassword	https://docs.bsky.app/docs/api/com-atproto-server-reset-password	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=token,password]
com-atproto-server-revoke-app-password	com.atproto.server.revokeAppPassword	procedure	POST	/xrpc/com.atproto.server.revokeAppPassword	https://docs.bsky.app/docs/api/com-atproto-server-revoke-app-password	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=name]
com-atproto-server-update-email	com.atproto.server.updateEmail	procedure	POST	/xrpc/com.atproto.server.updateEmail	https://docs.bsky.app/docs/api/com-atproto-server-update-email	[namespace=com.atproto]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=email]
com-atproto-sync-get-blob	com.atproto.sync.getBlob	query	GET	/xrpc/com.atproto.sync.getBlob	https://docs.bsky.app/docs/api/com-atproto-sync-get-blob	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did,cid]	[required_body=]
com-atproto-sync-get-blocks	com.atproto.sync.getBlocks	query	GET	/xrpc/com.atproto.sync.getBlocks	https://docs.bsky.app/docs/api/com-atproto-sync-get-blocks	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did,cids]	[required_body=]
com-atproto-sync-get-checkout	com.atproto.sync.getCheckout	query	GET	/xrpc/com.atproto.sync.getCheckout	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/sync/getCheckout.json	[namespace=com.atproto]	[group=sync]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-sync-get-head	com.atproto.sync.getHead	query	GET	/xrpc/com.atproto.sync.getHead	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/sync/getHead.json	[namespace=com.atproto]	[group=sync]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-sync-get-host-status	com.atproto.sync.getHostStatus	query	GET	/xrpc/com.atproto.sync.getHostStatus	https://docs.bsky.app/docs/api/com-atproto-sync-get-host-status	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=hostname]	[required_body=]
com-atproto-sync-get-latest-commit	com.atproto.sync.getLatestCommit	query	GET	/xrpc/com.atproto.sync.getLatestCommit	https://docs.bsky.app/docs/api/com-atproto-sync-get-latest-commit	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-sync-get-record	com.atproto.sync.getRecord	query	GET	/xrpc/com.atproto.sync.getRecord	https://docs.bsky.app/docs/api/com-atproto-sync-get-record	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did,collection,rkey]	[required_body=]
com-atproto-sync-get-repo	com.atproto.sync.getRepo	query	GET	/xrpc/com.atproto.sync.getRepo	https://docs.bsky.app/docs/api/com-atproto-sync-get-repo	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-sync-get-repo-status	com.atproto.sync.getRepoStatus	query	GET	/xrpc/com.atproto.sync.getRepoStatus	https://docs.bsky.app/docs/api/com-atproto-sync-get-repo-status	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-sync-list-blobs	com.atproto.sync.listBlobs	query	GET	/xrpc/com.atproto.sync.listBlobs	https://docs.bsky.app/docs/api/com-atproto-sync-list-blobs	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=did]	[required_body=]
com-atproto-sync-list-hosts	com.atproto.sync.listHosts	query	GET	/xrpc/com.atproto.sync.listHosts	https://docs.bsky.app/docs/api/com-atproto-sync-list-hosts	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-sync-list-repos	com.atproto.sync.listRepos	query	GET	/xrpc/com.atproto.sync.listRepos	https://docs.bsky.app/docs/api/com-atproto-sync-list-repos	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-sync-list-repos-by-collection	com.atproto.sync.listReposByCollection	query	GET	/xrpc/com.atproto.sync.listReposByCollection	https://docs.bsky.app/docs/api/com-atproto-sync-list-repos-by-collection	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=collection]	[required_body=]
com-atproto-sync-notify-of-update	com.atproto.sync.notifyOfUpdate	procedure	POST	/xrpc/com.atproto.sync.notifyOfUpdate	https://docs.bsky.app/docs/api/com-atproto-sync-notify-of-update	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=hostname]
com-atproto-sync-request-crawl	com.atproto.sync.requestCrawl	procedure	POST	/xrpc/com.atproto.sync.requestCrawl	https://docs.bsky.app/docs/api/com-atproto-sync-request-crawl	[namespace=com.atproto]	[group=sync]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=hostname]
com-atproto-sync-subscribe-repos	com.atproto.sync.subscribeRepos	subscription	WS	/xrpc/com.atproto.sync.subscribeRepos	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/sync/subscribeRepos.json	[namespace=com.atproto]	[group=sync]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=relay]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-temp-add-reserved-handle	com.atproto.temp.addReservedHandle	procedure	POST	/xrpc/com.atproto.temp.addReservedHandle	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/addReservedHandle.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=handle]
com-atproto-temp-check-handle-availability	com.atproto.temp.checkHandleAvailability	query	GET	/xrpc/com.atproto.temp.checkHandleAvailability	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/checkHandleAvailability.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=handle]	[required_body=]
com-atproto-temp-check-signup-queue	com.atproto.temp.checkSignupQueue	query	GET	/xrpc/com.atproto.temp.checkSignupQueue	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/checkSignupQueue.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
com-atproto-temp-dereference-scope	com.atproto.temp.dereferenceScope	query	GET	/xrpc/com.atproto.temp.dereferenceScope	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/dereferenceScope.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=scope]	[required_body=]
com-atproto-temp-fetch-labels	com.atproto.temp.fetchLabels	query	GET	/xrpc/com.atproto.temp.fetchLabels	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/fetchLabels.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
