# pinned official Bluesky inventory (2026-05-25)
# operation_command	lexicon_id	kind	http_method	path	doc_url	[namespace=...]	[group=...]	[docs_source=...]	[stability=...]	[route_hint=...]	[input_encoding=...]	[required_query=...]	[required_body=...]
app-bsky-actor-get-preferences	app.bsky.actor.getPreferences	query	GET	/xrpc/app.bsky.actor.getPreferences	https://docs.bsky.app/docs/api/app-bsky-actor-get-preferences	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-actor-get-profile	app.bsky.actor.getProfile	query	GET	/xrpc/app.bsky.actor.getProfile	https://docs.bsky.app/docs/api/app-bsky-actor-get-profile	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-actor-get-profiles	app.bsky.actor.getProfiles	query	GET	/xrpc/app.bsky.actor.getProfiles	https://docs.bsky.app/docs/api/app-bsky-actor-get-profiles	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actors]	[required_body=]
app-bsky-actor-get-suggestions	app.bsky.actor.getSuggestions	query	GET	/xrpc/app.bsky.actor.getSuggestions	https://docs.bsky.app/docs/api/app-bsky-actor-get-suggestions	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-actor-put-preferences	app.bsky.actor.putPreferences	procedure	POST	/xrpc/app.bsky.actor.putPreferences	https://docs.bsky.app/docs/api/app-bsky-actor-put-preferences	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=preferences]
app-bsky-actor-search-actors	app.bsky.actor.searchActors	query	GET	/xrpc/app.bsky.actor.searchActors	https://docs.bsky.app/docs/api/app-bsky-actor-search-actors	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-actor-search-actors-typeahead	app.bsky.actor.searchActorsTypeahead	query	GET	/xrpc/app.bsky.actor.searchActorsTypeahead	https://docs.bsky.app/docs/api/app-bsky-actor-search-actors-typeahead	[namespace=app.bsky]	[group=actor]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-ageassurance-begin	app.bsky.ageassurance.begin	procedure	POST	/xrpc/app.bsky.ageassurance.begin	https://docs.bsky.app/docs/api/app-bsky-ageassurance-begin	[namespace=app.bsky]	[group=ageassurance]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=email,language,countryCode]
app-bsky-ageassurance-get-config	app.bsky.ageassurance.getConfig	query	GET	/xrpc/app.bsky.ageassurance.getConfig	https://docs.bsky.app/docs/api/app-bsky-ageassurance-get-config	[namespace=app.bsky]	[group=ageassurance]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-ageassurance-get-state	app.bsky.ageassurance.getState	query	GET	/xrpc/app.bsky.ageassurance.getState	https://docs.bsky.app/docs/api/app-bsky-ageassurance-get-state	[namespace=app.bsky]	[group=ageassurance]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=countryCode]	[required_body=]
app-bsky-bookmark-create-bookmark	app.bsky.bookmark.createBookmark	procedure	POST	/xrpc/app.bsky.bookmark.createBookmark	https://docs.bsky.app/docs/api/app-bsky-bookmark-create-bookmark	[namespace=app.bsky]	[group=bookmark]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=uri,cid]
app-bsky-bookmark-delete-bookmark	app.bsky.bookmark.deleteBookmark	procedure	POST	/xrpc/app.bsky.bookmark.deleteBookmark	https://docs.bsky.app/docs/api/app-bsky-bookmark-delete-bookmark	[namespace=app.bsky]	[group=bookmark]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=uri]
app-bsky-bookmark-get-bookmarks	app.bsky.bookmark.getBookmarks	query	GET	/xrpc/app.bsky.bookmark.getBookmarks	https://docs.bsky.app/docs/api/app-bsky-bookmark-get-bookmarks	[namespace=app.bsky]	[group=bookmark]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-contact-dismiss-match	app.bsky.contact.dismissMatch	procedure	POST	/xrpc/app.bsky.contact.dismissMatch	https://docs.bsky.app/docs/api/app-bsky-contact-dismiss-match	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=subject]
app-bsky-contact-get-matches	app.bsky.contact.getMatches	query	GET	/xrpc/app.bsky.contact.getMatches	https://docs.bsky.app/docs/api/app-bsky-contact-get-matches	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-contact-get-sync-status	app.bsky.contact.getSyncStatus	query	GET	/xrpc/app.bsky.contact.getSyncStatus	https://docs.bsky.app/docs/api/app-bsky-contact-get-sync-status	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-contact-import-contacts	app.bsky.contact.importContacts	procedure	POST	/xrpc/app.bsky.contact.importContacts	https://docs.bsky.app/docs/api/app-bsky-contact-import-contacts	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=token,contacts]
app-bsky-contact-remove-data	app.bsky.contact.removeData	procedure	POST	/xrpc/app.bsky.contact.removeData	https://docs.bsky.app/docs/api/app-bsky-contact-remove-data	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=]
app-bsky-contact-send-notification	app.bsky.contact.sendNotification	procedure	POST	/xrpc/app.bsky.contact.sendNotification	https://docs.bsky.app/docs/api/app-bsky-contact-send-notification	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=from,to]
app-bsky-contact-start-phone-verification	app.bsky.contact.startPhoneVerification	procedure	POST	/xrpc/app.bsky.contact.startPhoneVerification	https://docs.bsky.app/docs/api/app-bsky-contact-start-phone-verification	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=phone]
app-bsky-contact-verify-phone	app.bsky.contact.verifyPhone	procedure	POST	/xrpc/app.bsky.contact.verifyPhone	https://docs.bsky.app/docs/api/app-bsky-contact-verify-phone	[namespace=app.bsky]	[group=contact]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=phone,code]
app-bsky-draft-create-draft	app.bsky.draft.createDraft	procedure	POST	/xrpc/app.bsky.draft.createDraft	https://docs.bsky.app/docs/api/app-bsky-draft-create-draft	[namespace=app.bsky]	[group=draft]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=draft]
app-bsky-draft-delete-draft	app.bsky.draft.deleteDraft	procedure	POST	/xrpc/app.bsky.draft.deleteDraft	https://docs.bsky.app/docs/api/app-bsky-draft-delete-draft	[namespace=app.bsky]	[group=draft]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=id]
app-bsky-draft-get-drafts	app.bsky.draft.getDrafts	query	GET	/xrpc/app.bsky.draft.getDrafts	https://docs.bsky.app/docs/api/app-bsky-draft-get-drafts	[namespace=app.bsky]	[group=draft]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-draft-update-draft	app.bsky.draft.updateDraft	procedure	POST	/xrpc/app.bsky.draft.updateDraft	https://docs.bsky.app/docs/api/app-bsky-draft-update-draft	[namespace=app.bsky]	[group=draft]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=draft]
app-bsky-embed-get-embed-external-view	app.bsky.embed.getEmbedExternalView	query	GET	/xrpc/app.bsky.embed.getEmbedExternalView	https://github.com/bluesky-social/atproto/blob/main/lexicons/app/bsky/embed/getEmbedExternalView.json	[namespace=app.bsky]	[group=embed]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=url,uris]	[required_body=]
app-bsky-feed-describe-feed-generator	app.bsky.feed.describeFeedGenerator	query	GET	/xrpc/app.bsky.feed.describeFeedGenerator	https://docs.bsky.app/docs/api/app-bsky-feed-describe-feed-generator	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-feed-get-actor-feeds	app.bsky.feed.getActorFeeds	query	GET	/xrpc/app.bsky.feed.getActorFeeds	https://docs.bsky.app/docs/api/app-bsky-feed-get-actor-feeds	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-feed-get-actor-likes	app.bsky.feed.getActorLikes	query	GET	/xrpc/app.bsky.feed.getActorLikes	https://docs.bsky.app/docs/api/app-bsky-feed-get-actor-likes	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-feed-get-author-feed	app.bsky.feed.getAuthorFeed	query	GET	/xrpc/app.bsky.feed.getAuthorFeed	https://docs.bsky.app/docs/api/app-bsky-feed-get-author-feed	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-feed-get-feed	app.bsky.feed.getFeed	query	GET	/xrpc/app.bsky.feed.getFeed	https://docs.bsky.app/docs/api/app-bsky-feed-get-feed	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=feed]	[required_body=]
app-bsky-feed-get-feed-generator	app.bsky.feed.getFeedGenerator	query	GET	/xrpc/app.bsky.feed.getFeedGenerator	https://docs.bsky.app/docs/api/app-bsky-feed-get-feed-generator	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=feed]	[required_body=]
app-bsky-feed-get-feed-generators	app.bsky.feed.getFeedGenerators	query	GET	/xrpc/app.bsky.feed.getFeedGenerators	https://docs.bsky.app/docs/api/app-bsky-feed-get-feed-generators	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=feeds]	[required_body=]
app-bsky-feed-get-feed-skeleton	app.bsky.feed.getFeedSkeleton	query	GET	/xrpc/app.bsky.feed.getFeedSkeleton	https://docs.bsky.app/docs/api/app-bsky-feed-get-feed-skeleton	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=feed]	[required_body=]
app-bsky-feed-get-likes	app.bsky.feed.getLikes	query	GET	/xrpc/app.bsky.feed.getLikes	https://docs.bsky.app/docs/api/app-bsky-feed-get-likes	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=uri]	[required_body=]
app-bsky-feed-get-list-feed	app.bsky.feed.getListFeed	query	GET	/xrpc/app.bsky.feed.getListFeed	https://docs.bsky.app/docs/api/app-bsky-feed-get-list-feed	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=list]	[required_body=]
app-bsky-feed-get-post-thread	app.bsky.feed.getPostThread	query	GET	/xrpc/app.bsky.feed.getPostThread	https://docs.bsky.app/docs/api/app-bsky-feed-get-post-thread	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=uri]	[required_body=]
app-bsky-feed-get-posts	app.bsky.feed.getPosts	query	GET	/xrpc/app.bsky.feed.getPosts	https://docs.bsky.app/docs/api/app-bsky-feed-get-posts	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=uris]	[required_body=]
app-bsky-feed-get-quotes	app.bsky.feed.getQuotes	query	GET	/xrpc/app.bsky.feed.getQuotes	https://docs.bsky.app/docs/api/app-bsky-feed-get-quotes	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=uri]	[required_body=]
app-bsky-feed-get-reposted-by	app.bsky.feed.getRepostedBy	query	GET	/xrpc/app.bsky.feed.getRepostedBy	https://docs.bsky.app/docs/api/app-bsky-feed-get-reposted-by	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=uri]	[required_body=]
app-bsky-feed-get-suggested-feeds	app.bsky.feed.getSuggestedFeeds	query	GET	/xrpc/app.bsky.feed.getSuggestedFeeds	https://docs.bsky.app/docs/api/app-bsky-feed-get-suggested-feeds	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-feed-get-timeline	app.bsky.feed.getTimeline	query	GET	/xrpc/app.bsky.feed.getTimeline	https://docs.bsky.app/docs/api/app-bsky-feed-get-timeline	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-feed-search-posts	app.bsky.feed.searchPosts	query	GET	/xrpc/app.bsky.feed.searchPosts	https://docs.bsky.app/docs/api/app-bsky-feed-search-posts	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=q]	[required_body=]
app-bsky-feed-send-interactions	app.bsky.feed.sendInteractions	procedure	POST	/xrpc/app.bsky.feed.sendInteractions	https://docs.bsky.app/docs/api/app-bsky-feed-send-interactions	[namespace=app.bsky]	[group=feed]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=interactions]
app-bsky-graph-get-actor-starter-packs	app.bsky.graph.getActorStarterPacks	query	GET	/xrpc/app.bsky.graph.getActorStarterPacks	https://docs.bsky.app/docs/api/app-bsky-graph-get-actor-starter-packs	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-blocks	app.bsky.graph.getBlocks	query	GET	/xrpc/app.bsky.graph.getBlocks	https://docs.bsky.app/docs/api/app-bsky-graph-get-blocks	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-graph-get-followers	app.bsky.graph.getFollowers	query	GET	/xrpc/app.bsky.graph.getFollowers	https://docs.bsky.app/docs/api/app-bsky-graph-get-followers	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-follows	app.bsky.graph.getFollows	query	GET	/xrpc/app.bsky.graph.getFollows	https://docs.bsky.app/docs/api/app-bsky-graph-get-follows	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-known-followers	app.bsky.graph.getKnownFollowers	query	GET	/xrpc/app.bsky.graph.getKnownFollowers	https://docs.bsky.app/docs/api/app-bsky-graph-get-known-followers	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-list	app.bsky.graph.getList	query	GET	/xrpc/app.bsky.graph.getList	https://docs.bsky.app/docs/api/app-bsky-graph-get-list	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=list]	[required_body=]
app-bsky-graph-get-list-blocks	app.bsky.graph.getListBlocks	query	GET	/xrpc/app.bsky.graph.getListBlocks	https://docs.bsky.app/docs/api/app-bsky-graph-get-list-blocks	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-graph-get-list-mutes	app.bsky.graph.getListMutes	query	GET	/xrpc/app.bsky.graph.getListMutes	https://docs.bsky.app/docs/api/app-bsky-graph-get-list-mutes	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-graph-get-lists	app.bsky.graph.getLists	query	GET	/xrpc/app.bsky.graph.getLists	https://docs.bsky.app/docs/api/app-bsky-graph-get-lists	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-lists-with-membership	app.bsky.graph.getListsWithMembership	query	GET	/xrpc/app.bsky.graph.getListsWithMembership	https://docs.bsky.app/docs/api/app-bsky-graph-get-lists-with-membership	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-mutes	app.bsky.graph.getMutes	query	GET	/xrpc/app.bsky.graph.getMutes	https://docs.bsky.app/docs/api/app-bsky-graph-get-mutes	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-graph-get-relationships	app.bsky.graph.getRelationships	query	GET	/xrpc/app.bsky.graph.getRelationships	https://docs.bsky.app/docs/api/app-bsky-graph-get-relationships	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-starter-pack	app.bsky.graph.getStarterPack	query	GET	/xrpc/app.bsky.graph.getStarterPack	https://docs.bsky.app/docs/api/app-bsky-graph-get-starter-pack	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=starterPack]	[required_body=]
app-bsky-graph-get-starter-packs	app.bsky.graph.getStarterPacks	query	GET	/xrpc/app.bsky.graph.getStarterPacks	https://docs.bsky.app/docs/api/app-bsky-graph-get-starter-packs	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=uris]	[required_body=]
app-bsky-graph-get-starter-packs-with-membership	app.bsky.graph.getStarterPacksWithMembership	query	GET	/xrpc/app.bsky.graph.getStarterPacksWithMembership	https://docs.bsky.app/docs/api/app-bsky-graph-get-starter-packs-with-membership	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-get-suggested-follows-by-actor	app.bsky.graph.getSuggestedFollowsByActor	query	GET	/xrpc/app.bsky.graph.getSuggestedFollowsByActor	https://docs.bsky.app/docs/api/app-bsky-graph-get-suggested-follows-by-actor	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=actor]	[required_body=]
app-bsky-graph-mute-actor	app.bsky.graph.muteActor	procedure	POST	/xrpc/app.bsky.graph.muteActor	https://docs.bsky.app/docs/api/app-bsky-graph-mute-actor	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=actor]
app-bsky-graph-mute-actor-list	app.bsky.graph.muteActorList	procedure	POST	/xrpc/app.bsky.graph.muteActorList	https://docs.bsky.app/docs/api/app-bsky-graph-mute-actor-list	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=list]
app-bsky-graph-mute-thread	app.bsky.graph.muteThread	procedure	POST	/xrpc/app.bsky.graph.muteThread	https://docs.bsky.app/docs/api/app-bsky-graph-mute-thread	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=root]
app-bsky-graph-search-starter-packs	app.bsky.graph.searchStarterPacks	query	GET	/xrpc/app.bsky.graph.searchStarterPacks	https://docs.bsky.app/docs/api/app-bsky-graph-search-starter-packs	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=q]	[required_body=]
app-bsky-graph-unmute-actor	app.bsky.graph.unmuteActor	procedure	POST	/xrpc/app.bsky.graph.unmuteActor	https://docs.bsky.app/docs/api/app-bsky-graph-unmute-actor	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=actor]
app-bsky-graph-unmute-actor-list	app.bsky.graph.unmuteActorList	procedure	POST	/xrpc/app.bsky.graph.unmuteActorList	https://docs.bsky.app/docs/api/app-bsky-graph-unmute-actor-list	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=list]
app-bsky-graph-unmute-thread	app.bsky.graph.unmuteThread	procedure	POST	/xrpc/app.bsky.graph.unmuteThread	https://docs.bsky.app/docs/api/app-bsky-graph-unmute-thread	[namespace=app.bsky]	[group=graph]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=root]
app-bsky-labeler-get-services	app.bsky.labeler.getServices	query	GET	/xrpc/app.bsky.labeler.getServices	https://docs.bsky.app/docs/api/app-bsky-labeler-get-services	[namespace=app.bsky]	[group=labeler]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=dids]	[required_body=]
app-bsky-notification-get-preferences	app.bsky.notification.getPreferences	query	GET	/xrpc/app.bsky.notification.getPreferences	https://docs.bsky.app/docs/api/app-bsky-notification-get-preferences	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-notification-get-unread-count	app.bsky.notification.getUnreadCount	query	GET	/xrpc/app.bsky.notification.getUnreadCount	https://docs.bsky.app/docs/api/app-bsky-notification-get-unread-count	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-notification-list-activity-subscriptions	app.bsky.notification.listActivitySubscriptions	query	GET	/xrpc/app.bsky.notification.listActivitySubscriptions	https://docs.bsky.app/docs/api/app-bsky-notification-list-activity-subscriptions	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-notification-list-notifications	app.bsky.notification.listNotifications	query	GET	/xrpc/app.bsky.notification.listNotifications	https://docs.bsky.app/docs/api/app-bsky-notification-list-notifications	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
app-bsky-notification-put-activity-subscription	app.bsky.notification.putActivitySubscription	procedure	POST	/xrpc/app.bsky.notification.putActivitySubscription	https://docs.bsky.app/docs/api/app-bsky-notification-put-activity-subscription	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=subject,activitySubscription]
app-bsky-notification-put-preferences	app.bsky.notification.putPreferences	procedure	POST	/xrpc/app.bsky.notification.putPreferences	https://docs.bsky.app/docs/api/app-bsky-notification-put-preferences	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=priority]
app-bsky-notification-put-preferences-v-2	app.bsky.notification.putPreferencesV2	procedure	POST	/xrpc/app.bsky.notification.putPreferencesV2	https://docs.bsky.app/docs/api/app-bsky-notification-put-preferences-v-2	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=]
app-bsky-notification-register-push	app.bsky.notification.registerPush	procedure	POST	/xrpc/app.bsky.notification.registerPush	https://docs.bsky.app/docs/api/app-bsky-notification-register-push	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=serviceDid,token,platform,appId]
app-bsky-notification-unregister-push	app.bsky.notification.unregisterPush	procedure	POST	/xrpc/app.bsky.notification.unregisterPush	https://docs.bsky.app/docs/api/app-bsky-notification-unregister-push	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=serviceDid,token,platform,appId]
app-bsky-notification-update-seen	app.bsky.notification.updateSeen	procedure	POST	/xrpc/app.bsky.notification.updateSeen	https://docs.bsky.app/docs/api/app-bsky-notification-update-seen	[namespace=app.bsky]	[group=notification]	[docs_source=http-reference]	[stability=stable]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=seenAt]
app-bsky-unspecced-get-age-assurance-state	app.bsky.unspecced.getAgeAssuranceState	query	GET	/xrpc/app.bsky.unspecced.getAgeAssuranceState	https://github.com/bluesky-social/atproto/blob/main/lexicons/app/bsky/unspecced/getAgeAssuranceState.json	[namespace=app.bsky]	[group=unspecced]	[docs_source=lexicon-only]	[stability=unspecced]	[route_hint=entryway-or-pds]	[input_encoding=]	[required_query=]	[required_body=]
